"id","id_proceso","id_resultado","fecha_hora_inicio","fecha_hora_fin","anotaciones"
"1","1","1","2024-11-01 08:00:00","2024-11-01 12:00:00","Diseño completado sin problemas. Diseño final aprobado por el equipo."
"2","1","3","2024-11-01 08:00:00","2024-11-01 11:30:00","Falta de coordinación entre diseñadores resultó en un concepto equivocado. El diseño fue rechazado y se tuvo que reiniciar el proceso."
"3","1","2","2024-11-02 08:00:00","2024-11-02 12:30:00","Diseño aprobado parcialmente. Se solicitaron algunos ajustes en el estilo para la colección de verano."
"4","1","1","2024-11-03 09:00:00","2024-11-03 13:00:00","Diseño ajustado conforme a los comentarios. Aprobación final exitosa."
"5","1","3","2024-11-04 08:00:00","2024-11-04 11:45:00","Errores de comunicación entre el departamento de diseño y la dirección de la marca causaron un retraso de 1 día en la finalización del diseño."
"6","1","1","2024-11-05 08:30:00","2024-11-05 12:00:00","Diseño completado a tiempo y sin inconvenientes. Aprobación final recibida."
"7","1","2","2024-11-06 08:00:00","2024-11-06 12:00:00","El diseño inicial no cumplió con los estándares de calidad. Se requirió una revisión exhaustiva."
"8","1","1","2024-11-07 09:00:00","2024-11-07 13:00:00","Diseño completamente optimizado y aprobado por el cliente final."
"9","1","3","2024-11-08 09:00:00","2024-11-08 12:00:00","Problemas con la elección de colores, lo que llevó a la cancelación del diseño original. Se realizó un nuevo diseño."
"10","1","2","2024-11-09 09:30:00","2024-11-09 12:30:00","Se ajustaron algunos detalles menores, pero el diseño general fue bien recibido."
"11","2","1","2024-11-10 08:00:00","2024-11-10 10:00:00","Materiales seleccionados conforme a los estándares de calidad y presupuesto."
"12","2","3","2024-11-10 09:00:00","2024-11-10 11:30:00","Se seleccionaron materiales incorrectos que no se ajustaban a las especificaciones. El proceso de selección tuvo que reiniciarse."
"13","2","1","2024-11-11 08:30:00","2024-11-11 10:30:00","Elección de materiales finalizada y aprobada por el equipo de producción."
"14","2","2","2024-11-12 08:00:00","2024-11-12 09:30:00","Problemas con la disponibilidad de telas. Algunas fueron sustituidas por materiales de menor calidad."
"15","2","1","2024-11-13 09:00:00","2024-11-13 10:30:00","Materiales adecuados seleccionados y con todo en orden."
"16","2","3","2024-11-14 08:00:00","2024-11-14 10:00:00","Error en la compra de materiales. Se compraron telas incorrectas, lo que causó un retraso en la producción."
"17","2","1","2024-11-15 08:30:00","2024-11-15 10:30:00","Elección de materiales y colores acorde con la colección. Aprobación total."
"18","2","2","2024-11-16 08:00:00","2024-11-16 09:30:00","Falta de control en la calidad de las telas. Algunos materiales fueron devueltos por defectos visibles."
"19","3","1","2024-11-17 08:00:00","2024-11-17 12:00:00","Corte realizado de acuerdo a las especificaciones, sin problemas."
"20","3","2","2024-11-17 08:30:00","2024-11-17 11:30:00","Hubo un error en las medidas del patrón, lo que causó un exceso de desperdicio de tela."
"21","3","1","2024-11-18 08:00:00","2024-11-18 12:00:00","Corte de tela ejecutado correctamente, sin imprevistos."
"22","3","3","2024-11-19 08:30:00","2024-11-19 11:00:00","Errores de precisión en el corte de las piezas. Se tuvo que deshacer el trabajo realizado en 3 paneles."
"23","3","1","2024-11-20 08:00:00","2024-11-20 11:30:00","El corte de tela se realizó sin inconvenientes. Todo el material está dentro de los parámetros de calidad."
"24","3","2","2024-11-21 08:30:00","2024-11-21 11:00:00","Hubo dificultades con las máquinas de corte. Se presentaron paradas no programadas, causando retrasos."
"25","3","1","2024-11-22 09:00:00","2024-11-22 12:00:00","Corte de tela realizado con precisión y calidad. Sin errores durante el proceso."
"26","3","3","2024-11-23 09:00:00","2024-11-23 11:30:00","Corte defectuoso en algunas piezas. El patrón fue incorrecto, causando ajustes posteriores."
"27","4","2","2024-11-24 08:00:00","2024-11-24 12:00:00","Problemas con la máquina de costura que generaron puntos débiles en las costuras. Fue necesario repararla."
"28","4","1","2024-11-25 08:30:00","2024-11-25 12:00:00","Costura realizada de acuerdo a lo planeado, sin inconvenientes."
"29","4","3","2024-11-26 08:00:00","2024-11-26 12:30:00","La tela fue demasiado fina y causó rasgaduras durante el proceso de costura. Esto afectó la calidad del producto."
"30","4","1","2024-11-27 09:00:00","2024-11-27 13:00:00","Todo el proceso de costura y ensamblaje salió bien, con buena terminación."
"31","4","2","2024-11-28 08:30:00","2024-11-28 11:00:00","Problemas con las costuras en las mangas. No cumplían con las especificaciones de diseño."
"32","4","1","2024-11-29 09:00:00","2024-11-29 12:00:00","Costura eficiente y sin contratiempos, con control de calidad integrado."
"33","4","3","2024-11-30 09:30:00","2024-11-30 11:30:00","Los hilos no fueron seleccionados adecuadamente. No eran lo suficientemente resistentes, lo que afectó la durabilidad."
"34","4","2","2024-12-01 08:00:00","2024-12-01 12:00:00","Error en la alineación de las piezas durante la costura. Se desajustaron varias secciones del diseño."
"35","5","1","2024-12-02 08:00:00","2024-12-02 12:00:00","Control de calidad aprobado. Producto conforme a los estándares requeridos."
"36","5","3","2024-12-03 08:00:00","2024-12-03 11:30:00","Error en el control de calidad. El vestido presentaba un defecto en la costura que pasó desapercibido."
"37","5","2","2024-12-04 08:00:00","2024-12-04 12:00:00","Control de calidad fallido. Hubo un error en la revisión del acabado, lo que llevó a que productos defectuosos fueran aprobados."
"38","5","1","2024-12-05 09:00:00","2024-12-05 12:30:00","Revisión satisfactoria, sin fallos detectados en el producto."
"39","5","3","2024-12-06 08:30:00","2024-12-06 11:00:00","Defectos en el teñido de la tela, lo que generó un rechazo de la producción completa."
"40","5","1","2024-12-07 09:00:00","2024-12-07 12:00:00","Aprobación total en el control de calidad. Producto listo para el siguiente proceso."
"41","5","2","2024-12-08 09:00:00","2024-12-08 11:00:00","Fallo en la verificación de las costuras. Varias piezas fueron rechazadas."
"42","5","3","2024-12-09 09:30:00","2024-12-09 12:00:00","La tela mostraba signos de deterioro durante el control de calidad. Se tuvo que rechazar parte de la producción."
"43","6","1","2024-12-10 08:00:00","2024-12-10 10:00:00","Embalaje realizado con éxito, todo conforme a los estándares."
"44","6","3","2024-12-11 08:30:00","2024-12-11 11:30:00","Problemas en el embalaje. Se enviaron productos dañados debido a una falta de materiales adecuados."
"45","6","1","2024-12-12 08:00:00","2024-12-12 10:00:00","Embalaje realizado sin problemas. Todos los productos listos para el envío."
"46","6","2","2024-12-13 09:00:00","2024-12-13 12:00:00","Se envió la cantidad equivocada de productos debido a un error en el conteo final."
"47","6","3","2024-12-14 08:30:00","2024-12-14 11:00:00","Envío erróneo de productos defectuosos. Se hicieron devoluciones y ajustes en el proceso."
"48","6","1","2024-12-15 09:00:00","2024-12-15 12:30:00","Envío exitoso de los productos terminados. Embalaje en perfectas condiciones."
"49","6","2","2024-12-16 09:30:00","2024-12-16 12:00:00","Problemas con la logística del envío. Se retrasó la entrega por falta de coordinación."
"50","6","3","2024-12-17 09:00:00","2024-12-17 11:00:00","El embalaje no cumplió con los estándares de seguridad. Algunos productos llegaron dañados al cliente final."
"51","7","1","2024-11-01 08:00:00","2024-11-01 12:00:00","Diseño aprobado sin modificaciones, todo conforme al brief inicial."
"52","7","3","2024-11-01 08:30:00","2024-11-01 12:30:00","El diseño no cumplió con las expectativas del cliente, se rechazó y se realizó una revisión completa."
"53","7","2","2024-11-02 08:00:00","2024-11-02 11:30:00","El diseño fue aprobado parcialmente, algunos ajustes menores fueron requeridos."
"54","7","1","2024-11-03 08:30:00","2024-11-03 12:00:00","Diseño final aprobado sin problemas, el cliente quedó satisfecho con los resultados."
"55","7","3","2024-11-04 09:00:00","2024-11-04 12:00:00","Errores de interpretación en las especificaciones del cliente, lo que resultó en un diseño incompleto."
"56","7","2","2024-11-05 09:00:00","2024-11-05 12:00:00","El diseño fue revisado y se realizaron algunas correcciones menores antes de la aprobación final."
"57","7","1","2024-11-06 08:00:00","2024-11-06 11:00:00","Diseño aprobado sin cambios, listo para continuar con la siguiente fase del proceso."
"58","7","3","2024-11-07 08:30:00","2024-11-07 11:30:00","El diseño no cumplió con los estándares de marca. Fue necesario rehacerlo desde cero, lo que causó retrasos significativos."
"59","7","2","2024-11-08 08:00:00","2024-11-08 11:00:00","El diseño fue aceptado, pero con algunos ajustes a los detalles que no cumplían con las expectativas del equipo de diseño."
"60","7","1","2024-11-09 09:00:00","2024-11-09 12:30:00","Diseño finalizado con éxito y aprobado sin necesidad de revisiones adicionales."
"61","8","1","2024-11-10 08:00:00","2024-11-10 10:00:00","Selección de telas realizada de acuerdo a las especificaciones, sin ningún contratiempo."
"62","8","3","2024-11-11 09:00:00","2024-11-11 11:00:00","Las telas seleccionadas no cumplían con los estándares de calidad, lo que causó un retraso significativo en la producción."
"63","8","2","2024-11-12 08:00:00","2024-11-12 10:30:00","Se eligieron telas de buena calidad, aunque hubo dificultades en la disponibilidad de las mismas."
"64","8","1","2024-11-13 09:00:00","2024-11-13 11:00:00","Materiales correctamente seleccionados y aprobados, todo conforme al plan de producción."
"65","8","3","2024-11-14 08:30:00","2024-11-14 11:30:00","La tela adquirida tenía defectos que fueron detectados tarde, lo que obligó a realizar una nueva compra."
"66","8","2","2024-11-15 09:00:00","2024-11-15 11:00:00","Se seleccionaron telas de alta calidad y dentro del presupuesto disponible. Todo en orden."
"67","8","1","2024-11-16 09:30:00","2024-11-16 11:00:00","Elección de telas completada con éxito, sin problemas de calidad ni de suministro."
"68","8","3","2024-11-17 08:30:00","2024-11-17 11:00:00","Las telas llegaron con defectos visibles, lo que obligó a enviar una nueva orden. El retraso afectó al cronograma de producción."
"69","8","2","2024-11-18 08:00:00","2024-11-18 10:00:00","Problemas con la entrega de las telas a tiempo, lo que retrasó el inicio de la producción."
"70","8","1","2024-11-19 09:00:00","2024-11-19 11:00:00","Selección de telas eficiente, con materiales de alta calidad que se ajustan perfectamente a las especificaciones del diseño."
"71","9","1","2024-11-20 08:00:00","2024-11-20 10:00:00","Corte realizado con precisión y de acuerdo con las especificaciones. Todo el material fue utilizado adecuadamente."
"72","9","2","2024-11-21 09:00:00","2024-11-21 11:00:00","Hubo errores en la medida de las piezas, lo que resultó en un desperdicio de tela y la necesidad de realizar un nuevo corte."
"73","9","1","2024-11-22 08:30:00","2024-11-22 11:00:00","Corte de tela completado correctamente y dentro del plazo establecido. No se presentó ningún problema."
"74","9","3","2024-11-23 09:00:00","2024-11-23 11:30:00","Las máquinas de corte no fueron calibradas adecuadamente, lo que causó un corte incorrecto y la necesidad de rehacer varias piezas."
"75","9","2","2024-11-24 08:00:00","2024-11-24 10:30:00","El corte fue realizado, pero algunas piezas fueron mal alineadas, lo que causó defectos visibles en las costuras."
"76","9","1","2024-11-25 08:30:00","2024-11-25 10:30:00","Corte eficiente y de alta calidad, sin pérdida de material. Todo el proceso transcurrió sin inconvenientes."
"77","9","3","2024-11-26 09:00:00","2024-11-26 11:30:00","Error en el patrón de corte que llevó a un desperdicio de más del 20% de tela, lo que afectó el presupuesto."
"78","9","2","2024-11-27 09:30:00","2024-11-27 11:00:00","El corte no cumplió con la precisión necesaria, lo que causó varios errores en la alineación de las piezas."
"79","9","1","2024-11-28 08:00:00","2024-11-28 10:00:00","Corte realizado de manera precisa y de acuerdo con los patrones establecidos."
"80","9","3","2024-11-29 09:00:00","2024-11-29 11:30:00","Deficiencias en el proceso de corte por un fallo en la máquina, lo que provocó un retraso y desperdicio de material."
"81","10","1","2024-11-30 08:00:00","2024-11-30 10:00:00","Costura realizada sin problemas, las piezas se ensamblaron correctamente y dentro del tiempo estimado."
"82","10","2","2024-12-01 09:00:00","2024-12-01 11:00:00","Se encontraron fallos en las costuras de las mangas, lo que llevó a la necesidad de rehacer parte del trabajo."
"83","10","1","2024-12-02 08:30:00","2024-12-02 11:00:00","Costura realizada correctamente. La calidad fue verificada y aprobada por el equipo de control."
"84","10","3","2024-12-03 08:00:00","2024-12-03 11:30:00","Se encontraron costuras defectuosas debido a la máquina de coser, lo que causó un rechazo parcial de la producción."
"85","10","2","2024-12-04 08:30:00","2024-12-04 11:00:00","El ensamblaje de piezas fue incompleto debido a errores en la secuencia de costura, lo que retrasó la producción."
"86","10","1","2024-12-05 09:00:00","2024-12-05 11:00:00","Costura perfecta y de acuerdo con los requisitos. No hubo problemas en la fabricación."
"87","10","3","2024-12-06 09:00:00","2024-12-06 11:30:00","Problemas en la calidad de las costuras debido al uso de hilos defectuosos. Esto provocó el rechazo de varias unidades."
"88","10","2","2024-12-07 08:00:00","2024-12-07 11:00:00","La costura fue aceptada, pero con observaciones menores relacionadas con el ajuste de las piezas."
"89","10","1","2024-12-08 09:00:00","2024-12-08 11:00:00","Costura sin errores y dentro del tiempo previsto. Todo conforme con las especificaciones de producción."
"90","10","3","2024-12-09 09:00:00","2024-12-09 11:00:00","Error en el proceso de costura que causó un retraso en la entrega final debido a la mala alineación de las piezas."
"91","11","1","2024-12-10 08:00:00","2024-12-10 10:00:00","Revisión final completa y sin observaciones, todo en orden. El producto está listo para el embalaje."
"92","11","3","2024-12-11 09:00:00","2024-12-11 11:00:00","El producto pasó la revisión pero se encontraron defectos menores en las costuras de las mangas, lo que requerirá una pequeña corrección."
"93","11","2","2024-12-12 08:30:00","2024-12-12 10:30:00","Revisión realizada de acuerdo con los estándares de calidad, pero se observó un pequeño error de cosido en el dobladillo."
"94","11","1","2024-12-13 09:00:00","2024-12-13 11:00:00","Revisión final exitosa sin problemas, el producto cumplió con todos los requisitos de calidad y diseño."
"95","11","3","2024-12-14 08:00:00","2024-12-14 11:30:00","La revisión reveló varios fallos en el acabado de las costuras. El error se debió a una falta de supervisión en la fase anterior."
"96","11","2","2024-12-15 09:00:00","2024-12-15 11:00:00","Los productos pasaron la revisión final, pero se identificaron algunas piezas que tenían un defecto menor en el diseño de las costuras."
"97","11","1","2024-12-16 09:00:00","2024-12-16 11:00:00","Todo aprobado en la revisión final. El producto fue entregado al departamento de embalaje sin observaciones."
"98","11","3","2024-12-17 08:30:00","2024-12-17 11:00:00","La revisión final reveló varios defectos por falta de atención al detalle en las costuras. Esto causó un retraso de 2 días en la producción."
"99","11","2","2024-12-18 08:00:00","2024-12-18 10:30:00","La revisión mostró una mejora en la calidad de los acabados. Sin embargo, se necesitó ajustar el ajuste de una de las piezas."
"100","11","1","2024-12-19 09:00:00","2024-12-19 11:00:00","La revisión final se realizó sin contratiempos y el producto fue aprobado para el siguiente paso en la producción."
"101","12","1","2024-12-20 08:00:00","2024-12-20 10:00:00","El embalaje se completó correctamente y en tiempo. El producto fue preparado para distribución sin inconvenientes."
"102","12","3","2024-12-21 09:00:00","2024-12-21 11:00:00","Durante el embalaje, se encontraron problemas con la integridad del producto, lo que causó la necesidad de reembalar varias unidades."
"103","12","2","2024-12-22 08:30:00","2024-12-22 10:00:00","El embalaje se realizó correctamente, aunque algunos productos tuvieron que ser ajustados debido a un pequeño error en el diseño del paquete."
"104","12","1","2024-12-23 09:00:00","2024-12-23 11:00:00","Proceso de embalaje ejecutado a tiempo y con alta precisión, todos los productos listos para la distribución."
"105","12","3","2024-12-24 08:00:00","2024-12-24 11:30:00","Se detectó que los empaques no eran lo suficientemente resistentes, por lo que algunos productos llegaron dañados. Este error provocó una devolución parcial."
"106","12","2","2024-12-25 08:30:00","2024-12-25 10:30:00","Durante el embalaje, se produjo un error con las etiquetas de distribución, lo que ocasionó una confusión en los envíos."
"107","12","1","2024-12-26 09:00:00","2024-12-26 11:00:00","El embalaje se completó satisfactoriamente, todo se organizó y etiquetó correctamente para la distribución a tiempo."
"108","12","3","2024-12-27 08:30:00","2024-12-27 11:00:00","Problemas con el embalaje debido a un error en el tamaño de los envases. Algunos productos llegaron con daños durante el transporte."
"109","12","2","2024-12-28 09:00:00","2024-12-28 11:30:00","El embalaje fue eficiente, pero se detectaron algunos productos con imperfecciones en el acabado que se enviaron por error."
"110","12","1","2024-12-29 08:00:00","2024-12-29 10:00:00","Embalaje sin problemas, todos los productos se empaquetaron correctamente y fueron enviados dentro del plazo."
"111","13","1","2024-12-30 08:00:00","2024-12-30 10:00:00","El diseño de los pantalones fue aprobado sin observaciones. Todos los detalles estuvieron conforme a las expectativas del cliente."
"112","13","3","2025-01-02 09:00:00","2025-01-02 11:00:00","El diseño fue rechazado debido a que no cumplía con los requisitos de ajuste. Se requirió una revisión completa del diseño."
"113","13","2","2025-01-03 08:30:00","2025-01-03 11:00:00","Diseño aprobado tras pequeños ajustes en el patrón. El equipo de diseño se mostró satisfecho con los cambios realizados."
"114","13","1","2025-01-04 08:00:00","2025-01-04 10:00:00","El diseño fue aceptado sin comentarios. Todo en orden para continuar con la producción de los pantalones."
"115","13","3","2025-01-05 09:00:00","2025-01-05 11:00:00","Errores de proporción en el diseño, lo que obligó a rehacer todo el patrón de los pantalones, causando un retraso de 2 días."
"116","13","2","2025-01-06 08:30:00","2025-01-06 10:30:00","Diseño finalizado y aprobado, aunque se necesitó modificar algunos detalles en la colocación de los bolsillos."
"117","13","1","2025-01-07 09:00:00","2025-01-07 11:00:00","Diseño aprobado y sin correcciones necesarias. El equipo quedó satisfecho con el resultado final."
"118","13","3","2025-01-08 08:00:00","2025-01-08 10:00:00","El diseño fue insuficiente, ya que no se ajustaba a las expectativas del cliente. Hubo que realizar un ajuste significativo, lo que retrasó el cronograma."
"119","13","2","2025-01-09 09:00:00","2025-01-09 11:00:00","Diseño satisfactorio pero con ciertos detalles que tuvieron que ser corregidos antes de la aprobación final."
"120","13","1","2025-01-10 08:30:00","2025-01-10 10:30:00","Diseño final aprobado sin contratiempos, con todos los ajustes completados y aceptados por el equipo de diseño."
"121","14","1","2025-01-11 08:00:00","2025-01-11 10:00:00","Los materiales seleccionados cumplen con los requisitos de calidad. El proceso fue satisfactorio y dentro del tiempo estimado."
"122","14","3","2025-01-12 09:00:00","2025-01-12 11:00:00","Problemas con la calidad de los materiales seleccionados. Se detectaron imperfecciones en algunos de los tejidos que obligaron a una nueva selección."
"123","14","2","2025-01-13 08:30:00","2025-01-13 10:30:00","Selección adecuada de materiales, pero algunos lotes presentaron defectos visibles que retrasaron el avance."
"124","14","1","2025-01-14 09:00:00","2025-01-14 11:00:00","Los materiales fueron aprobados sin observaciones, todo en orden para continuar con la producción."
"125","14","3","2025-01-15 08:30:00","2025-01-15 10:30:00","Se detectaron problemas con el color y la textura de algunos materiales. Fue necesario un replanteamiento del stock disponible."
"126","14","2","2025-01-16 09:00:00","2025-01-16 11:00:00","Selección correcta de materiales, sin problemas, todo listo para el corte."
"127","14","1","2025-01-17 08:00:00","2025-01-17 10:00:00","Todos los materiales seleccionados cumplieron con los estándares de calidad y estaban disponibles para el siguiente paso en la producción."
"128","14","3","2025-01-18 09:30:00","2025-01-18 11:00:00","Hubo un error al recibir los materiales, algunos lotes no coincidieron con las especificaciones. Se necesitaron ajustes en la cantidad solicitada."
"129","14","2","2025-01-19 08:00:00","2025-01-19 10:00:00","Selección satisfactoria de materiales, con ligera variación en la textura de un lote que fue aprobado después de una revisión adicional."
"130","14","1","2025-01-20 08:30:00","2025-01-20 10:30:00","Selección de materiales sin inconvenientes, todo en orden y de acuerdo con los estándares previstos."
"131","15","1","2025-01-21 08:00:00","2025-01-21 10:00:00","Corte de tela ejecutado correctamente, sin errores, cumpliendo con las dimensiones y diseño requeridos."
"132","15","3","2025-01-22 09:00:00","2025-01-22 11:00:00","Errores durante el corte de tela debido a un fallo en la máquina. Esto resultó en la pérdida de material y un retraso en la producción."
"133","15","2","2025-01-23 08:30:00","2025-01-23 10:30:00","Corte correcto, pero hubo una pequeña desviación en las medidas que se corrigió a tiempo."
"134","15","1","2025-01-24 08:00:00","2025-01-24 10:00:00","Corte realizado con precisión y de acuerdo a los patrones establecidos. No se reportaron fallos."
"135","15","3","2025-01-25 09:30:00","2025-01-25 11:00:00","Problemas con el corte de tela, hubo irregularidades en las piezas debido a un error en la calibración de la máquina."
"136","15","2","2025-01-26 08:00:00","2025-01-26 10:00:00","El corte fue aceptable, pero algunos bordes de la tela no quedaron perfectamente alineados, lo que provocó un ajuste posterior."
"137","15","1","2025-01-27 09:00:00","2025-01-27 11:00:00","Corte exitoso y dentro de los estándares requeridos. Todos los materiales fueron aprovechados sin desperdicio."
"138","15","3","2025-01-28 08:00:00","2025-01-28 10:30:00","Error en la máquina de corte que causó que se cortaran piezas incorrectas. Se perdió material, lo que retrasó la entrega."
"139","15","2","2025-01-29 08:30:00","2025-01-29 10:30:00","Corte de tela correcto, pero se necesitaron ajustes adicionales debido a la variación en el grosor del material."
"140","15","1","2025-01-30 08:00:00","2025-01-30 10:00:00","Corte sin inconvenientes. Se completó dentro del tiempo estimado sin necesidad de correcciones."
"141","16","1","2025-02-01 08:00:00","2025-02-01 10:00:00","Montaje de piezas completado de acuerdo con el diseño y las instrucciones. Todo correcto sin fallos."
"142","16","3","2025-02-02 09:00:00","2025-02-02 11:00:00","Problemas con el montaje de piezas debido a una mala organización de las piezas cortadas. Esto causó un retraso en el ensamblaje."
"143","16","2","2025-02-03 08:30:00","2025-02-03 10:30:00","Montaje realizado sin problemas mayores, pero se requirieron ajustes menores en la colocación de las piezas para garantizar un ajuste perfecto."
"144","16","1","2025-02-04 08:00:00","2025-02-04 10:00:00","Montaje perfecto, con todas las piezas alineadas y ensambladas según las especificaciones del diseño."
"145","16","3","2025-02-05 09:00:00","2025-02-05 11:00:00","Fallo en la alineación de las piezas debido a un error en la colocación de las partes durante el montaje. Esto causó un retraso en la producción."
"146","16","2","2025-02-06 08:30:00","2025-02-06 10:30:00","El montaje de las piezas fue satisfactorio, pero algunos componentes necesitaban más tiempo para encajar correctamente."
"147","16","1","2025-02-07 09:00:00","2025-02-07 11:00:00","Montaje de piezas correcto y dentro del tiempo estimado. Se completó sin contratiempos y conforme al diseño."
"148","16","3","2025-02-08 08:00:00","2025-02-08 10:00:00","Durante el montaje de las piezas se presentó un error en la secuencia de ensamblaje, lo que causó un retraso de 1 día en el proceso."
"149","16","2","2025-02-09 08:30:00","2025-02-09 10:30:00","Montaje realizado sin problemas. Todos los elementos se ensamblaron correctamente con la maquinaria disponible."
"150","16","1","2025-02-10 09:00:00","2025-02-10 11:00:00","Montaje eficiente y sin fallos. Todo el proceso se completó a tiempo, listo para pasar al siguiente paso."
"151","17","1","2025-02-11 08:00:00","2025-02-11 10:00:00","Revisión detallada de los pantalones completada con éxito. Todo en orden y dentro de las especificaciones. Proceso satisfactorio."
"152","17","2","2025-02-12 09:00:00","2025-02-12 11:00:00","El control de calidad reveló algunos detalles de costura irregular, lo que requirió pequeños ajustes. No afectó la calidad global del producto."
"153","17","3","2025-02-13 08:30:00","2025-02-13 10:30:00","Se encontraron varios defectos en los pantalones, especialmente en los acabados de los bordes. Esto resultó en un retraso considerable en la producción."
"154","17","1","2025-02-14 08:00:00","2025-02-14 10:00:00","La calidad de los pantalones fue revisada con éxito, sin inconvenientes. Se pasaron todos los controles sin ninguna observación negativa."
"155","17","2","2025-02-15 09:00:00","2025-02-15 11:00:00","Los pantalones pasaron el control de calidad, pero se observaron algunas imperfecciones en el tejido que fueron corregidas a tiempo."
"156","17","3","2025-02-16 08:00:00","2025-02-16 10:00:00","Durante la inspección de calidad, se descubrió que algunas costuras no eran resistentes y necesitaron rehacerse, lo que resultó en un retraso en la entrega."
"157","17","1","2025-02-17 09:30:00","2025-02-17 11:30:00","El control de calidad fue exitoso. Todos los pantalones fueron aprobados sin problemas. El producto cumple con los requisitos de calidad establecidos."
"158","17","3","2025-02-18 08:30:00","2025-02-18 10:00:00","Hubo varios problemas de calidad con los pantalones, incluyendo fallos en los acabados y algunos daños durante el proceso de costura. Necesitaron ser revisados nuevamente."
"159","17","2","2025-02-19 08:00:00","2025-02-19 10:00:00","Revisión de calidad completada sin grandes inconvenientes, pero algunos detalles menores fueron observados en los pantalones. No obstante, el producto es apto para la venta."
"160","17","1","2025-02-20 09:00:00","2025-02-20 11:00:00","El control de calidad se realizó sin contratiempos. Los pantalones cumplen con los estándares de diseño y durabilidad establecidos."
"161","18","1","2025-02-21 08:00:00","2025-02-21 10:00:00","Los pantalones fueron preparados correctamente para la venta. El etiquetado y empaquetado se realizaron conforme a las normativas."
"162","18","2","2025-02-22 09:00:00","2025-02-22 11:00:00","La preparación para la venta fue satisfactoria, pero algunos pantalones necesitaron reajustes en su etiquetado debido a una variación en el tamaño."
"163","18","3","2025-02-23 08:00:00","2025-02-23 10:00:00","Problemas en la preparación para la venta. Hubo errores en el empaquetado de los pantalones, causando confusión con los pedidos y un retraso en la distribución."
"164","18","1","2025-02-24 08:30:00","2025-02-24 10:30:00","Los pantalones fueron etiquetados y empaquetados correctamente. La preparación fue completa y lista para la venta en tiendas."
"165","18","3","2025-02-25 09:00:00","2025-02-25 11:00:00","La preparación para la venta falló debido a problemas con el etiquetado incorrecto, lo que obligó a rehacer el proceso, causando un retraso."
"166","18","2","2025-02-26 08:00:00","2025-02-26 10:00:00","La preparación fue en su mayoría correcta, pero algunos detalles fueron mejorables, como el empaquetado de los pantalones que necesitaba más cuidado."
"167","18","1","2025-02-27 08:30:00","2025-02-27 10:30:00","Proceso de preparación para la venta exitoso y sin errores. Los pantalones fueron preparados a tiempo y están listos para ser distribuidos."
"168","18","3","2025-02-28 09:00:00","2025-02-28 11:00:00","Hubo errores en la asignación de etiquetas a los pantalones, lo que causó confusión en la preparación para la venta y un retraso en el proceso."
"169","18","2","2025-03-01 08:00:00","2025-03-01 10:00:00","La preparación de los pantalones para la venta fue en su mayoría adecuada, pero algunos detalles de etiquetado fueron mejorables."
