"id","id_proceso","id_resultado","fecha_hora_inicio","fecha_hora_fin","anotaciones"
"170","18","1","2025-03-02 09:00:00","2025-03-02 11:00:00","La preparación para la venta fue completamente satisfactoria, sin inconvenientes en etiquetado ni empaquetado. Los pantalones están listos para su distribución."
"171","19","1","2025-03-03 08:00:00","2025-03-03 10:00:00","El diseño de la chaqueta fue completado satisfactoriamente, con todas las especificaciones requeridas. El diseño fue aprobado sin cambios."
"172","19","2","2025-03-04 08:30:00","2025-03-04 10:00:00","El diseño fue aprobado, aunque se recomendaron pequeños ajustes en las proporciones para mejorar el ajuste. El diseño fue revisado por el equipo de diseño."
"173","19","3","2025-03-05 08:00:00","2025-03-05 09:30:00","El diseño de la chaqueta tuvo errores en los detalles y proporciones. Necesita rehacerse, ya que el concepto final no fue aprobado por los supervisores."
"174","19","1","2025-03-06 08:00:00","2025-03-06 10:00:00","El diseño fue aprobado sin modificaciones. Cumple con todas las expectativas del equipo de diseño y la marca. El proceso fue satisfactorio."
"175","19","2","2025-03-07 09:00:00","2025-03-07 10:30:00","Diseño aprobado, pero algunos detalles menores fueron modificados para mejorar la estética y la funcionalidad. El diseño ahora cumple con todos los requisitos."
"176","19","3","2025-03-08 08:30:00","2025-03-08 10:30:00","El diseño presentó varios problemas que afectan la viabilidad del producto, por lo que fue rechazado. Se solicita rediseñar la chaqueta."
"177","19","1","2025-03-09 08:00:00","2025-03-09 10:00:00","Diseño satisfactorio que fue aprobado por el equipo de producción. El diseño final cumple con las expectativas."
"178","19","2","2025-03-10 09:30:00","2025-03-10 11:00:00","El diseño fue revisado y ajustado para cumplir mejor con las necesidades de producción. El proceso fue un poco más largo debido a algunos cambios."
"179","19","3","2025-03-11 08:30:00","2025-03-11 10:00:00","Errores significativos en la elección de materiales en el diseño. La propuesta fue rechazada debido a que no se alineaba con los requisitos de la empresa."
"180","19","1","2025-03-12 09:00:00","2025-03-12 11:00:00","Diseño aceptado sin inconvenientes. Los ajustes propuestos fueron implementados de manera exitosa y se aprobó sin necesidad de cambios adicionales."
"181","20","2","2025-03-14 09:00:00","2025-03-14 10:30:00","Selección de materiales satisfactoria. Se seleccionaron telas adecuadas, aunque se recomendó revisar más opciones para aumentar la durabilidad."
"182","20","3","2025-03-15 08:30:00","2025-03-15 10:30:00","Hubo problemas con la calidad de los materiales seleccionados. Algunas telas presentaron defectos, lo que causó retrasos en el proceso de producción."
"183","20","1","2025-03-16 08:00:00","2025-03-16 10:00:00","Selección de materiales realizada exitosamente, sin inconvenientes. Los materiales son apropiados y cumplen con las especificaciones de diseño y resistencia."
"184","20","2","2025-03-17 09:30:00","2025-03-17 11:00:00","Se seleccionaron los materiales, pero algunos no cumplen completamente con los estándares de durabilidad. Se ajustarán en la siguiente producción."
"185","20","3","2025-03-18 08:00:00","2025-03-18 09:30:00","Durante la selección de materiales, se detectaron problemas de compatibilidad entre las telas y el diseño. Se deberá buscar una alternativa."
"186","20","1","2025-03-19 08:00:00","2025-03-19 10:00:00","Selección de materiales cumplió con todas las expectativas. Se eligieron telas de excelente calidad, adecuadas para la confección de la chaqueta."
"187","20","3","2025-03-20 09:00:00","2025-03-20 11:00:00","Algunos de los materiales seleccionados no pasaron las pruebas de calidad, lo que llevó a un retraso en la fase de producción."
"188","20","2","2025-03-21 08:30:00","2025-03-21 10:00:00","La selección de materiales fue adecuada, aunque algunos de los materiales utilizados fueron más caros de lo previsto. Se está buscando reducir costos."
"189","20","1","2025-03-22 09:00:00","2025-03-22 11:00:00","El proceso de selección de materiales fue completamente satisfactorio, no hubo problemas ni cambios, todo está dentro de lo esperado."
"190","21","1","2025-03-23 08:00:00","2025-03-23 10:00:00","El corte y ensamblaje de la chaqueta se realizó de acuerdo con el diseño y las especificaciones. Proceso exitoso y sin contratiempos."
"191","21","2","2025-03-24 09:00:00","2025-03-24 10:30:00","Hubo pequeñas irregularidades en los cortes de algunas piezas, lo que requirió algunos ajustes en el proceso. Sin embargo, el producto final fue aceptable."
"192","21","3","2025-03-25 08:00:00","2025-03-25 10:00:00","El corte de las piezas no fue preciso, lo que causó errores de ensamblaje y la necesidad de rehacer varias partes. Este proceso no fue satisfactorio."
"193","21","1","2025-03-26 08:30:00","2025-03-26 10:30:00","El corte y ensamblaje fue completado sin errores. Las piezas encajaron correctamente y el proceso de ensamblaje avanzó sin problemas."
"194","21","2","2025-03-27 08:00:00","2025-03-27 09:30:00","Aunque el corte fue preciso, se encontraron algunos desajustes menores en el ensamblaje de las piezas que debieron ser corregidos antes de continuar."
"195","21","3","2025-03-28 09:00:00","2025-03-28 10:00:00","El corte y ensamblaje presentaron problemas significativos. Varias piezas fueron cortadas incorrectamente, lo que causó un retraso en la producción."
"196","21","1","2025-03-29 08:00:00","2025-03-29 10:00:00","Todo el corte y ensamblaje se realizó de acuerdo con las instrucciones. No se encontraron fallos y el producto está listo para la siguiente etapa."
"197","21","2","2025-03-30 09:30:00","2025-03-30 11:00:00","El corte fue correcto, pero hubo pequeños ajustes que se debieron hacer en la alineación de las piezas. El ensamblaje fue algo más lento de lo esperado."
"198","21","3","2025-03-31 08:00:00","2025-03-31 09:30:00","El corte de las piezas no se realizó correctamente, lo que causó un considerable retraso en el ensamblaje. El proceso tuvo que ser repetido."
"199","21","1","2025-04-01 08:30:00","2025-04-01 10:30:00","El corte y ensamblaje de las piezas fue completado sin problemas. El proceso avanzó según lo planeado y se logró un buen ensamblaje sin defectos."
"200","22","1","2025-04-02 08:00:00","2025-04-02 10:00:00","La costura y los detalles se realizaron sin inconvenientes. Los acabados fueron de buena calidad y las costuras fueron precisas."
"201","22","2","2025-04-03 08:30:00","2025-04-03 10:00:00","La costura fue satisfactoria, pero algunos detalles menores no fueron tan precisos como se esperaba. Se hicieron correcciones menores durante el proceso."
"202","22","3","2025-04-04 08:00:00","2025-04-04 09:30:00","La costura presentó varios errores en las piezas, lo que provocó que se tuviera que deshacer varias costuras. El proceso fue ineficiente."
"203","22","1","2025-04-05 09:00:00","2025-04-05 10:30:00","La costura se completó con éxito, sin errores. Los detalles, como los bordes y acabados, se realizaron perfectamente."
"204","22","2","2025-04-06 08:30:00","2025-04-06 10:00:00","Aunque la costura fue en su mayoría buena, algunos detalles de los bordes fueron imperfectos y tuvieron que ser ajustados. El proceso tardó un poco más."
"205","22","3","2025-04-07 08:00:00","2025-04-07 09:30:00","Hubo problemas graves con la costura de la chaqueta, causando un gran retraso en la producción. Algunas piezas debieron ser cosidas nuevamente."
"206","22","1","2025-04-08 08:30:00","2025-04-08 10:00:00","La costura se completó satisfactoriamente. Se utilizaron técnicas avanzadas para los detalles y se completó dentro del plazo previsto."
"207","22","2","2025-04-09 09:00:00","2025-04-09 10:30:00","Los detalles de la costura fueron buenos, pero se detectaron pequeñas imperfecciones en algunos acabados. Aún así, el trabajo cumplió con los requisitos."
"208","22","3","2025-04-10 08:00:00","2025-04-10 09:30:00","La costura no cumplió con las expectativas. Se presentó un problema significativo con el hilo utilizado, lo que provocó roturas y problemas en las costuras."
"209","22","1","2025-04-11 08:30:00","2025-04-11 10:30:00","La costura y los detalles fueron satisfactorios y se realizaron conforme a lo esperado. Los acabados fueron revisados y aprobados sin inconvenientes."
"210","23","1","2025-04-12 08:00:00","2025-04-12 10:00:00","La revisión de calidad fue exitosa. Todos los puntos fueron aprobados y la chaqueta cumple con los estándares de calidad de la empresa."
"211","23","2","2025-04-13 09:30:00","2025-04-13 11:00:00","La chaqueta pasó la mayoría de las pruebas, pero algunos detalles en las costuras fueron revisados y corregidos antes de continuar con el embalaje."
"212","23","3","2025-04-14 08:00:00","2025-04-14 09:30:00","La chaqueta no pasó la revisión de calidad debido a varias costuras defectuosas que no cumplen con el estándar de resistencia. Necesita ser reevaluada."
"213","23","1","2025-04-15 08:00:00","2025-04-15 10:00:00","Revisión de calidad aprobada sin contratiempos. Todos los estándares fueron cumplidos y la chaqueta fue etiquetada para su distribución."
"214","23","2","2025-04-16 08:30:00","2025-04-16 10:00:00","Durante la revisión de calidad, algunos acabados fueron corregidos, pero no se presentaron fallos graves. El proceso fue aceptable."
"215","23","3","2025-04-17 09:00:00","2025-04-17 10:30:00","La revisión de calidad no fue aprobada debido a defectos visibles en la tela, lo que obliga a realizar más correcciones antes de la distribución."
"216","23","1","2025-04-18 08:00:00","2025-04-18 10:30:00","La revisión de calidad fue realizada de manera eficiente y todos los detalles fueron aprobados. El producto está listo para el siguiente proceso."
"217","23","2","2025-04-19 09:30:00","2025-04-19 11:00:00","La chaqueta pasó la mayoría de las pruebas de calidad, pero algunos pequeños defectos fueron encontrados en los acabados, que se ajustaron antes de continuar."
"218","23","3","2025-04-20 08:00:00","2025-04-20 09:30:00","Los resultados de la revisión de calidad fueron insatisfactorios debido a defectos en las costuras, lo que requirió un nuevo ciclo de producción para corregirlos."
"219","23","1","2025-04-21 08:30:00","2025-04-21 10:00:00","La chaqueta pasó todas las pruebas de calidad y fue aprobada para su distribución. Se cumplió con los tiempos de entrega."
"220","24","1","2025-04-22 08:00:00","2025-04-22 10:00:00","El embalaje y envío fueron realizados de manera eficiente. La chaqueta fue embalada correctamente y se envió según lo previsto."
"221","24","2","2025-04-23 09:00:00","2025-04-23 10:30:00","El embalaje fue satisfactorio, pero hubo un retraso en la salida debido a un error en la dirección de envío. Sin embargo, el problema se resolvió rápidamente."
"222","24","3","2025-04-24 08:00:00","2025-04-24 09:30:00","El embalaje presentó problemas con los materiales de protección. La chaqueta sufrió daños durante el embalaje y se tuvo que rehacer el proceso."
"223","24","1","2025-04-25 08:30:00","2025-04-25 10:00:00","El embalaje y envío se completaron exitosamente sin ningún contratiempo. La chaqueta fue enviada al cliente en perfecto estado."
"224","24","2","2025-04-26 09:00:00","2025-04-26 10:30:00","Se completó el embalaje sin errores. Sin embargo, el envío se demoró un poco debido a un error logístico, pero se resolvió con prontitud."
"225","24","3","2025-04-27 08:00:00","2025-04-27 09:30:00","Hubo un retraso en el embalaje y envío debido a una equivocación en la cantidad de productos listos para envío. Esto causó demoras significativas."
"226","24","1","2025-04-28 08:30:00","2025-04-28 10:00:00","El embalaje y envío fueron satisfactorios. El proceso fue rápido y eficiente, sin errores de embalaje ni problemas en la logística de envío."
"227","24","2","2025-04-29 09:00:00","2025-04-29 10:30:00","Hubo algunos pequeños inconvenientes con los materiales de embalaje, pero no afectaron el envío. El producto fue entregado dentro del plazo."
"228","24","3","2025-04-30 08:00:00","2025-04-30 09:30:00","El proceso de embalaje y envío fue un fracaso debido a una falta de coordinación con el transportista. El producto no llegó a tiempo y se presentaron inconvenientes."
"229","24","1","2025-05-01 08:00:00","2025-05-01 10:00:00","El embalaje y envío se completaron según lo planeado. La chaqueta llegó sin daños y el proceso fue eficiente."
"230","28","1","2025-05-02 08:00:00","2025-05-02 10:00:00","La costura de la falda fue completada sin incidentes. Las costuras fueron precisas y la tela no sufrió ningún daño."
"231","28","2","2025-05-03 08:30:00","2025-05-03 10:00:00","El trabajo de costura fue bueno en general, pero algunos bordes fueron ligeramente desalineados, lo que causó pequeñas correcciones."
"232","28","3","2025-05-04 08:00:00","2025-05-04 09:30:00","La costura no fue exitosa. La tela sufrió daños durante el proceso, y se requirió rehacer varias secciones de la falda."
"233","28","1","2025-05-05 09:00:00","2025-05-05 10:30:00","La costura se realizó sin problemas. Todos los puntos fueron firmes y precisos, y la calidad de la tela se mantuvo intacta."
"234","28","2","2025-05-06 08:00:00","2025-05-06 09:30:00","El proceso de costura fue aceptable, pero hubo algunas dificultades con las telas en las costuras de las mangas, lo que retrasó la entrega."
"235","28","3","2025-05-07 08:30:00","2025-05-07 10:00:00","Hubo fallos en la costura debido a un error en el patrón de costura utilizado. Varias costuras se rompieron y fueron necesarias reparaciones adicionales."
"236","28","1","2025-05-08 08:00:00","2025-05-08 10:00:00","El proceso de costura fue realizado correctamente y no hubo inconvenientes. La calidad del producto final es excelente."
"237","28","2","2025-05-09 08:30:00","2025-05-09 10:00:00","Hubo un pequeño retraso debido a la falta de algunos materiales de costura, pero en general, la falda fue completada satisfactoriamente."
"238","28","3","2025-05-10 08:00:00","2025-05-10 09:30:00","La costura fue deficiente. La falda se deshizo en varias partes y el patrón de costura no fue seguido adecuadamente."
"239","28","1","2025-05-11 08:00:00","2025-05-11 09:30:00","La costura fue realizada con precisión y el producto cumplió con los estándares de calidad sin problemas."
"240","29","1","2025-05-12 08:00:00","2025-05-12 10:00:00","La falda pasó el control de calidad sin problemas. No se detectaron fallos y fue aprobada para el siguiente paso."
"241","29","2","2025-05-13 09:00:00","2025-05-13 10:30:00","Aunque la falda pasó la mayor parte del control de calidad, se identificaron algunos hilos sueltos que fueron corregidos antes de continuar."
"242","29","3","2025-05-14 08:00:00","2025-05-14 09:30:00","La falda no cumplió con los estándares de calidad. La tela presentó defectos evidentes que tuvieron que ser corregidos antes de continuar."
"243","29","1","2025-05-15 08:00:00","2025-05-15 09:30:00","El control de calidad fue satisfactorio. Todos los detalles fueron revisados y no hubo problemas significativos."
"244","29","2","2025-05-16 09:30:00","2025-05-16 11:00:00","La falda pasó el control de calidad, pero se hicieron ajustes en los acabados para mejorar la presentación."
"245","29","3","2025-05-17 08:00:00","2025-05-17 09:30:00","El control de calidad no fue aprobado debido a un defecto en la tela que fue detectado tardíamente. Se enviaron los productos nuevamente para su reparación."
"246","29","1","2025-05-18 08:30:00","2025-05-18 10:00:00","La falda pasó todas las pruebas de calidad sin problemas. Fue aprobada para el siguiente proceso de embalaje."
"247","29","2","2025-05-19 09:00:00","2025-05-19 10:30:00","Hubo una pequeña corrección en la calidad de la tela, pero la falda pasó satisfactoriamente el control de calidad."
"248","29","3","2025-05-20 08:00:00","2025-05-20 09:30:00","La falda no pasó el control de calidad debido a un defecto grave en las costuras, lo que retrasó el proceso de fabricación."
"249","29","1","2025-05-21 08:00:00","2025-05-21 10:00:00","La revisión de calidad fue exitosa. No se encontraron defectos y la falda pasó las pruebas sin problemas."
"250","30","1","2025-05-22 08:00:00","2025-05-22 10:00:00","El embalaje y envío fueron realizados correctamente. La falda fue embalada sin daños y se envió a tiempo al cliente."
"251","30","2","2025-05-23 09:00:00","2025-05-23 10:30:00","Hubo un pequeño problema con el embalaje, pero fue solucionado a tiempo. La falda fue entregada sin daños."
"252","30","3","2025-05-24 08:00:00","2025-05-24 09:30:00","El proceso de embalaje fue defectuoso, lo que resultó en una falda dañada durante el envío. El cliente reportó el problema."
"253","30","1","2025-05-25 08:30:00","2025-05-25 10:00:00","El embalaje fue realizado de manera eficiente. No hubo problemas durante el envío, y el producto llegó a tiempo."
"254","30","2","2025-05-26 09:00:00","2025-05-26 10:30:00","El embalaje fue adecuado, pero hubo un retraso en la salida debido a un error en la dirección de envío, aunque el problema fue resuelto rápidamente."
"255","30","3","2025-05-27 08:00:00","2025-05-27 09:30:00","El embalaje y envío fueron un fracaso. Se produjo un daño en la falda durante el proceso de embalaje debido a un mal manejo de los materiales."
"256","30","1","2025-05-28 08:00:00","2025-05-28 10:00:00","El embalaje fue satisfactorio y el envío se realizó dentro del tiempo estimado. La falda llegó al cliente sin problemas."
"257","30","2","2025-05-29 08:30:00","2025-05-29 10:00:00","Hubo una ligera demora debido a la falta de material de embalaje adecuado, pero la falda llegó en buenas condiciones y a tiempo."
"258","30","3","2025-05-30 08:00:00","2025-05-30 09:30:00","Hubo fallos en el embalaje que causaron retrasos y un daño en el producto durante el transporte. El proceso de envío fue ineficiente."
"259","30","1","2025-05-31 08:00:00","2025-05-31 09:30:00","El embalaje y el envío fueron exitosos. El cliente recibió la falda en perfecto estado dentro del plazo establecido."
"260","31","1","2025-06-01 08:00:00","2025-06-01 10:00:00","El diseño de la blusa fue exitoso. Se establecieron los patrones y detalles finales sin inconvenientes."
"261","31","2","2025-06-02 09:00:00","2025-06-02 11:00:00","El diseño de la blusa fue satisfactorio, pero hubo algunos ajustes pequeños en los detalles de las mangas que requirieron revisión."
"262","31","3","2025-06-03 08:00:00","2025-06-03 09:30:00","El diseño no fue exitoso debido a un error en los patrones. Los detalles no se alineaban correctamente, lo que obligó a realizar un rediseño."
"263","31","1","2025-06-04 08:00:00","2025-06-04 10:30:00","El diseño fue completado sin problemas. Los patrones se ajustaron perfectamente y fueron aprobados para continuar con el siguiente paso."
"264","31","2","2025-06-05 08:00:00","2025-06-05 09:30:00","Aunque el diseño fue aprobado, se realizaron correcciones menores en los bordes de la blusa para mejorar la estética general."
"265","31","3","2025-06-06 08:30:00","2025-06-06 10:00:00","El diseño presentó varios problemas con la elección del tipo de tela, lo que llevó a un cambio completo de la concepción inicial."
"266","31","1","2025-06-07 09:00:00","2025-06-07 10:30:00","El diseño de la blusa se completó correctamente y se pasaron todos los controles de calidad preliminares sin inconvenientes."
"267","31","2","2025-06-08 08:30:00","2025-06-08 10:00:00","El diseño fue revisado con éxito, pero el proceso de aprobación fue algo demorado debido a la complejidad del patrón original."
"268","31","3","2025-06-09 08:00:00","2025-06-09 09:30:00","Hubo fallos en el diseño, ya que los patrones no coincidían correctamente con el tipo de tela seleccionada. Esto causó un retraso significativo."
"269","31","1","2025-06-10 08:00:00","2025-06-10 10:00:00","Diseño aprobado sin inconvenientes. Todos los detalles fueron verificados y la blusa pasó a la siguiente etapa de selección de telas."
"270","32","1","2025-06-11 08:00:00","2025-06-11 10:00:00","La selección de telas fue exitosa. Se eligió una seda de alta calidad que cumple con los requisitos del diseño."
"271","32","2","2025-06-12 08:30:00","2025-06-12 10:00:00","Se eligió una tela adecuada, pero hubo dificultades con la textura y el color de la seda, lo que retrasó la selección final."
"272","32","3","2025-06-13 09:00:00","2025-06-13 10:30:00","La selección de telas no fue exitosa debido a que las telas disponibles no cumplían con los estándares de calidad requeridos para el diseño."
"273","32","1","2025-06-14 08:30:00","2025-06-14 10:00:00","La selección de telas fue realizada correctamente y la seda seleccionada fue aprobada sin problemas para la confección de la blusa."
"274","32","2","2025-06-15 08:00:00","2025-06-15 09:30:00","Hubo algunos inconvenientes con la tela en cuanto a la resistencia, pero se solucionaron y fue aceptada para la siguiente etapa."
"275","32","3","2025-06-16 08:00:00","2025-06-16 09:30:00","La tela seleccionada no fue adecuada. Hubo problemas con la calidad del tejido, lo que generó que se cambiara por otra opción de tela."
"276","32","1","2025-06-17 08:00:00","2025-06-17 10:00:00","La selección de la tela fue exitosa y no presentó inconvenientes. Se aprobó para continuar con la etapa de corte de tela."
"277","32","2","2025-06-18 08:30:00","2025-06-18 10:00:00","La tela seleccionada cumplió con los estándares de calidad, pero se tomaron varias muestras antes de la aprobación final."
"278","32","3","2025-06-19 09:00:00","2025-06-19 10:30:00","La tela seleccionada presentó defectos visibles, como manchas que fueron identificadas durante el proceso de revisión. Se requirió una nueva búsqueda."
"279","32","1","2025-06-20 08:00:00","2025-06-20 10:00:00","La tela fue seleccionada sin problemas. La calidad es excelente y se ajusta perfectamente a los requerimientos del diseño de la blusa."
"280","33","1","2025-06-21 08:00:00","2025-06-21 10:00:00","El corte de la tela fue exitoso. La tela fue cortada de acuerdo con el patrón sin problemas y sin errores."
"281","33","2","2025-06-22 08:00:00","2025-06-22 09:30:00","El corte de tela fue aceptable, pero se produjo un pequeño deslizamiento de la cuchilla que causó algunas imperfecciones."
"282","33","3","2025-06-23 08:00:00","2025-06-23 09:30:00","El corte de tela no fue exitoso. La tela se desgarró en algunas áreas debido a una mala configuración de la máquina. Se requirieron ajustes."
"283","33","1","2025-06-24 08:00:00","2025-06-24 09:30:00","El corte de tela fue realizado de manera eficiente y precisa, y todas las piezas necesarias fueron obtenidas sin defectos."
"284","33","2","2025-06-25 09:00:00","2025-06-25 10:00:00","El corte fue aceptable, aunque hubo algunos errores menores en la alineación del patrón, lo que llevó a pequeños ajustes."
"285","33","3","2025-06-26 08:00:00","2025-06-26 09:30:00","El corte de tela fue defectuoso. La tela se estiró y algunas partes no se cortaron correctamente, lo que requirió un nuevo corte."
"286","33","1","2025-06-27 08:00:00","2025-06-27 09:30:00","El corte de tela se completó con éxito y la tela fue perfectamente ajustada al patrón, lista para la siguiente fase."
"287","33","2","2025-06-28 08:30:00","2025-06-28 10:00:00","El corte fue satisfactorio, pero algunas partes de la tela no quedaron bien alineadas, lo que requeriría un pequeño ajuste posterior."
"288","33","3","2025-06-29 08:00:00","2025-06-29 09:30:00","Hubo un gran error en el corte de tela, donde se produjeron varios desgarros. Fue necesario rehacer el corte de todas las piezas."
"289","33","1","2025-06-30 08:00:00","2025-06-30 09:30:00","Corte de tela realizado con éxito. No hubo errores y todas las piezas fueron cortadas perfectamente de acuerdo con el diseño."
"290","34","1","2025-07-01 08:00:00","2025-07-01 10:30:00","La costura se realizó correctamente, las piezas encajaron bien y la blusa adquirió su forma final."
"291","34","2","2025-07-02 08:30:00","2025-07-02 10:00:00","Durante la costura, se produjeron algunos desajustes en los detalles del cuello, pero fueron corregidos sin mayores inconvenientes."
"292","34","3","2025-07-03 08:00:00","2025-07-03 09:30:00","Hubo problemas con la costura de la blusa, ya que la tela se desgarró en varias partes debido a la tensión incorrecta de la máquina. Se requirió deshacer y volver a coser."
"293","34","1","2025-07-04 08:00:00","2025-07-04 10:00:00","La costura se completó con éxito, las costuras fueron sólidas y la blusa pasó a la siguiente fase sin problemas."
"294","34","2","2025-07-05 08:00:00","2025-07-05 09:30:00","Aunque la costura fue generalmente exitosa, se notaron algunos pequeños errores en el dobladillo que necesitaron ajustes menores."
"295","34","3","2025-07-06 08:00:00","2025-07-06 09:00:00","La costura de la blusa no fue exitosa debido a que hubo varios problemas con el hilo y la máquina de coser. Se hizo necesario reiniciar el proceso."
"296","34","1","2025-07-07 08:00:00","2025-07-07 10:00:00","Costura exitosa, todos los detalles de la blusa fueron cosidos correctamente y la pieza quedó lista para la revisión final."
"297","34","2","2025-07-08 08:00:00","2025-07-08 10:00:00","La costura fue generalmente buena, pero algunos detalles finos no fueron cosidos con precisión y fueron corregidos."
"298","34","3","2025-07-09 08:30:00","2025-07-09 10:00:00","Hubo múltiples fallos en la costura, particularmente en los bordes, lo que hizo necesario rehacer las costuras de la blusa."
"299","34","1","2025-07-10 08:00:00","2025-07-10 10:30:00","La costura se completó con éxito y todos los detalles de la blusa fueron verificados y aprobados."
"300","35","1","2025-07-11 08:00:00","2025-07-11 10:00:00","El control de calidad se realizó correctamente, la blusa cumple con todos los estándares de calidad establecidos."
"301","35","2","2025-07-12 08:00:00","2025-07-12 10:30:00","El control de calidad fue satisfactorio, pero se encontraron algunos hilos sueltos que fueron corregidos antes de la aprobación final."
"302","35","3","2025-07-13 08:00:00","2025-07-13 09:30:00","El control de calidad no fue satisfactorio. Se encontraron defectos en la costura y el dobladillo, lo que resultó en una revaluación completa del producto."
"303","35","1","2025-07-14 08:00:00","2025-07-14 10:00:00","La blusa pasó todos los controles de calidad sin problemas. El producto es apto para el embalaje y envío."
"304","35","2","2025-07-15 08:30:00","2025-07-15 10:00:00","Durante el control de calidad, algunos detalles de la blusa no fueron perfectos, pero fueron corregidos sin retrasar el proceso."
"305","35","3","2025-07-16 08:00:00","2025-07-16 09:00:00","Hubo varios problemas durante el control de calidad, incluyendo defectos en el tejido y el mal acabado de la costura, lo que llevó a un rechazo de la pieza."
"306","35","1","2025-07-17 08:00:00","2025-07-17 09:30:00","El control de calidad fue satisfactorio y la blusa fue aprobada para continuar al proceso de embalaje y envío."
"307","35","2","2025-07-18 08:00:00","2025-07-18 09:30:00","La blusa pasó la mayoría de las pruebas de calidad, pero hubo pequeños defectos que no comprometían la calidad general del producto."
"308","35","3","2025-07-19 08:00:00","2025-07-19 09:30:00","La pieza fue rechazada durante el control de calidad debido a fallos graves en la tela, especialmente en las costuras de la parte inferior de la blusa."
"309","35","1","2025-07-20 08:00:00","2025-07-20 10:00:00","La blusa pasó todas las pruebas de calidad sin problemas y se consideró lista para la fase de embalaje y envío."
"310","36","1","2025-07-21 08:00:00","2025-07-21 09:30:00","El embalaje y envío de la blusa se completó sin problemas. La blusa fue cuidadosamente empaquetada y enviada a su destino."
"311","36","2","2025-07-22 08:30:00","2025-07-22 10:00:00","El embalaje fue satisfactorio, pero hubo un pequeño retraso en la recolección del paquete debido a problemas con la logística de envío."
"312","36","3","2025-07-23 08:00:00","2025-07-23 09:30:00","El proceso de embalaje y envío no fue satisfactorio debido a un error en la dirección de envío, lo que causó un retraso significativo."
"313","36","1","2025-07-24 08:00:00","2025-07-24 09:30:00","El embalaje fue completado con éxito y el producto fue enviado correctamente a su destino sin problemas."
"314","36","2","2025-07-25 08:00:00","2025-07-25 09:30:00","El embalaje y envío fueron satisfactorios, pero el paquete sufrió un pequeño daño durante el transporte, lo cual fue documentado para su revisión."
"315","36","3","2025-07-26 08:00:00","2025-07-26 09:00:00","Hubo problemas durante el embalaje debido a un error en el etiquetado, lo que llevó a que el paquete fuera enviado a la dirección incorrecta."
"316","36","1","2025-07-27 08:00:00","2025-07-27 09:30:00","El embalaje y el envío fueron realizados con éxito, sin ningún inconveniente, y la blusa llegó a tiempo."
"317","36","2","2025-07-28 08:00:00","2025-07-28 09:30:00","El embalaje fue adecuado, pero la blusa sufrió pequeños daños en el proceso de manipulación, lo que requirió reparaciones menores antes de ser enviada."
"318","36","3","2025-07-29 08:00:00","2025-07-29 09:30:00","El proceso de embalaje y envío falló debido a un error de logística que causó que el paquete no fuera enviado dentro del tiempo previsto."
"319","36","1","2025-07-30 08:00:00","2025-07-30 09:30:00","El embalaje fue realizado de manera eficiente y la blusa fue enviada correctamente sin ningún error."
